"ID","Time","User.ID","Book.ID","Page","State","Type.Code","Difficulty..1.5.","Background.Knowledge.Needed..1.5.","Graesser.Inference.Type","Question","Response","Glenn.s.rating","Amber.s.rating","Final.rating","Text.used.to.make.inference"
22,"14/06/2018 19:32",241,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna felt both excited and terrified as she was taking off into the unknown!! I love how her P.A.I.R. attempts to comfort her with a statistic about successful space missions. She appears to really appreciate this. :)","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
23,"15/06/2018 16:54",244,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels determined, nervous, scared and excited all at the same time.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
24,"16/06/2018 15:34",248,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna is anxious, nervous, and excited for the shuttle to take off. She is anxious and nervous because she is an 11 old girl on the shuttle it seems alone. It also appears that she has never been off Earth before and to another world. Her companion prog","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
25,"14/06/2018 11:01",236,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She feels very nervous.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
26,"14/06/2018 14:15",238,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She is nervous about travelling in the shuttle to go into space.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
28,"15/06/2018 17:50",245,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna felt excited about her trip, but she as also a little nervous.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
29,"16/06/2018 14:08",247,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna was feeling anxious and excited.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
30,"02/07/2018 14:48",252,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","nervous but confident","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
31,"20/07/2018 08:15",256,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She seems a little scared or nervous","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
32,"21/07/2018 21:21",259,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna is anxious as evidenced by an increased heart rate and body temperature. The narrator makes it abundantly clear that she is worried the launch will end in","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
33,"22/07/2018 20:52",260,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","she thinks she is doing that and she will be with her mom","0,0","0,0","0,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
34,"23/07/2018 15:57",261,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She feels nervous.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
35,"23/07/2018 17:29",262,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna","0,0","0,0","0,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
36,"24/07/2018 06:03",263,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Nervous","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
37,"01/08/2018 06:52",282,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","nervous","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
39,"03/08/2018 08:47",289,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","she is excited and scared","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
40,"03/08/2018 11:33",290,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She is excited but scared at the same time.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
41,"03/08/2018 22:06",293,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna is nervous about taking off in the shuttle.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
42,"04/08/2018 15:35",295,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","As the shuttle takes off, Shiranna feels scared as stated by her P.A.I.R. But I think it's a combination of many emotions including excitement, wariness, and nervousness. As the shuttle takes off, Shiranna feels scared as stated by her P.A.I.R. But I think","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
43,"05/08/2018 17:02",296,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna is excited but nervous about the trip. She's very aware of her surroundings, and anticipates the launch with using all of her senses. She is thinking also about her mother, and seeks solace from her PAIR, which I infer serves the function of a ted","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
44,"20/08/2018 12:50",310,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She feels nervous and anxious.  She seems to be trying to convince herself that all will be okay.  She feels as if she needs to be brave for P.A.I.R but really is trying to convince herself that she is brave.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
46,"21/08/2018 09:10",315,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels excited and yet nervous about the journey she is about to embark.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
47,"21/08/2018 14:09",316,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She felt nervous, determined, and excited. In part because she was doing something she had not done before and in part because she wanted to be with her mother. She also seemed determined as she was giving herself a pep talk.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
48,"21/08/2018 19:20",317,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna is both nervous and excited about the shuttle taking off.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
49,"22/08/2018 20:18",319,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","nervous","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
50,"23/08/2018 17:14",321,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels nervous and excited. She is also eager to see her mom.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
51,"24/08/2018 19:17",323,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels nervous and excited to begin the journey to visit her mother","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
52,"25/08/2018 11:41",324,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Nervous and afraid","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
53,"25/08/2018 19:24",322,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna felt both excited and scared as the shuttle was taking off.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
55,"26/08/2018 11:34",326,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She feels nervous and scared, terrified even.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
57,"26/08/2018 16:06",327,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","From the reading I can assume that Shiranna is feeling nervous and anxious.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
58,"26/08/2018 17:18",328,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Scared","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
59,"27/08/2018 09:43",331,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels nervous, but excited.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
61,"28/08/2018 11:56",334,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shirana feels anxious as the shuttle is leaving the station. She seems to be very young at 11 years old but the text implies that she may not be human since she is going to Earth and away from her home. She seems to interpret her age as a sign of her matur","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
62,"28/08/2018 12:28",335,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","scared","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
63,"28/08/2018 16:41",337,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She feels anxious and excited at the same time.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
64,"28/08/2018 18:43",338,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna is nervous and scared.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
65,"28/08/2018 23:35",339,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Nervous and excited","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
66,"29/08/2018 13:41",341,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels anxious, nervous and maybe a little scared. You know this because she is giving herself a prep talk before the launch    Also she squeezes her robot for comfort and this robot can sense her increase heart rate and tells her not to be scared.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
67,"29/08/2018 14:01",342,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna felt nervous as the shuttle began to take off.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
68,"29/08/2018 14:49",330,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels worried, but excited for the journey ahead.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
69,"29/08/2018 20:16",343,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","It appears that she is excited but also frightened at the possibility the shuttle would not make it to its destination.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
70,"29/08/2018 21:43",344,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Scared.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
71,"29/08/2018 23:02",345,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels both thrilled and terrified. She is excited to be leaving Earth for the first time and to be with her mother at her destination. Simultaneously, she is scared or anxious as the shuttle accelerates, as evident by her P.A.I.R.‚Äôs determinatio","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
72,"30/08/2018 15:15",346,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She is nervous.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
73,"30/08/2018 18:48",347,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna is scared and nervous as the space shuttle is taking off.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
74,"30/08/2018 19:30",350,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels nervous.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
75,"30/08/2018 20:09",352,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She felt thrilled and terrified.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
76,"31/08/2018 12:20",354,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Nervous, excited, and needing reassurance","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
77,"31/08/2018 14:26",356,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna appears to feel nervous, yet excited.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
78,"31/08/2018 16:09",357,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels nervous and excited.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
79,"31/08/2018 19:17",358,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She is both scared and excited. She is scared because she has never done this before, but is excited because she will see her mom and because it is an exciting experience to go into space.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
80,"31/08/2018 20:48",359,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","nervous","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
81,"31/08/2018 21:18",355,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Nervous Apprehensive Apprehensive","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
82,"31/08/2018 22:55",362,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","scared","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
83,"01/09/2018 01:16",363,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels scared and nervous as the shuttle is taking off. Her heart even stops.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
84,"01/09/2018 10:25",364,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna is feeling scared and nervous.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
85,"01/09/2018 13:29",345,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","d","0,0","0,0","0,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
87,"02/09/2018 20:20",366,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","anxious","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
88,"02/09/2018 21:08",367,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She's excited, but nervous.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
89,"02/09/2018 22:41",369,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","Shiranna feels scared and anxious as the shuttle is taking off.","0,5","0,5","0,5","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
90,"02/09/2018 22:48",370,2,1,0,98,2,1,"Character emotional reaction","How does Shiranna feel as the shuttle is taking off?","She is very excited, but to some degree she express some signs of nervousness.","1,0","1,0","1,0","Just the thought of leaving Earth both thrilled and terrified her… Her heart stopped as the trailer-sized shuttle moved forward on the track without making a sound. She took in a deep breath. …she said, trying to be brave …."
